ID,URL,Recipe Name,Ingredients,Instructions
c8237957,https://olivesnthyme.com/cinnamon-rolls-with-heavy-cream/,Cinnamon Rolls with Heavy Cream,"['6canned or frozen cinnamon rolls', '½cup (118 ml)heavy cream, room temperature', '¼cup (59 g)melted butter', '½cup (100 g)light brown sugar', '1teaspoon (5 ml)vanilla extract', '1teaspoonground cinnamon']","['Prepare the cinnamon rolls for baking according the package directions.For Rhodes cinnamon rolls,\xa0 place them in a lightly greased baking dish, loosely covered at room temperature for 3 - 5 hours or 8 - 10 hours in the fridge. The cinnamon rolls should double in size when they are ready to bake.For canned cinnamon rolls such as Pillsbury or Grands, the rolls are ready to bake as soon as the oven is preheated.6 canned or frozen cinnamon rolls', 'Fully preheat the oven\xa0to the package directions.\xa0Pour the heavy cream on top of and all around the unbaked cinnamon buns.½ cup (118 ml) heavy cream, room temperature', 'Make the brown sugar butter\xa0by whisking the melted butter with brown sugar and cinnamon until fully combined.\xa0Pour on top of each of the cinnamon rolls.¼ cup (59 g) melted butter,½ cup (100 g) light brown sugar,1 teaspoon (5 ml) vanilla extract,1 teaspoon  ground cinnamon', 'Bake the cinnamon rolls\xa0according to the package directions. For the Rhodes cinnamon rolls, bake the gooey cinnamon rolls at\xa0350 F (177 C) for about 20 minutes\xa0or until golden brown.', 'Cool the cinnamon rolls for about 10 minutes before topping with the homemade cream cheese frosting.', 'Make the cream cheese frosting by\xa0whisking melted and cooled butter with cream cheese, vanilla extract and powdered sugar until smooth and well combined.\xa0Spread generous dollops of the icing on\xa0top of each gooey cinnamon roll.\xa0Pull a roll out of the pan and enjoy!¼ cup (59 ml) melted and cooled butter,4 oz. (113 g) cream cheese, room temperature,1 teaspoon (5 ml) vanilla extract,1 cup (120 g) powdered sugar']","[('cinnamon rolls', 6.0, none), ('heavy cream', 0.5, 'cup'), ('butter', 0.25, 'cup'), ('brown sugar', 0.5, 'cup'), ('vanilla extract', 1.0, 'teaspoon'), ('cinnamon', 1.0, 'teaspoon')]"
9cdf6ce9,https://loveinmyoven.com/nutella-cinnamon-rolls/,Nutella Cinnamon Rolls,"['whole milk', 'granulated sugar', 'active dry yeast', 'unsalted butter', 'eggs', 'salt', 'all-purpose flour', 'cinnamon', 'Nutella']","['chocolate coconut banana bread', 'star lemon lavender bread', 'raspberry chocolate banana bread', '30 minute dinner rolls']","[('milk', 1.0, 'cup'), ('sugar', 1.0, 'cup'), ('yeast', 1.0, 'packet'), ('butter', 1.0, 'cup'), ('eggs', 2.0, none), ('salt', 1.0, 'teaspoon'), ('flour', 4.0, 'cups'), ('cinnamon', 1.0, 'teaspoon'), ('nutella', 1.0, 'cup')]"
ad466dc4,https://www.wyseguide.com/brioche-cinnamon-rolls/,Brioche Cinnamon Rolls,"['▢5largeeggs', '▢½cupwarm milk(110-110°F)', '▢2tbspneutral oil', '▢½cupsugar', '▢5cupsall-purpose flour', '▢2 ¼tsp (1 pkg)instant yeast', '▢1tspsalt', '▢1cupbutter']","['In the bowl of an electric mixer, whisk the eggs to break the yolks. Add the milk, oil, and sugar. Whisk to incorporate. Add 2 cups of flour and yeast. Using the dough hook or by hand, mix the dough to incorporate the flour and yeast. Add the remaining flour and salt. Knead until it pulls away and cleans the side of the bowl but is slightly tacky, 6-8 minutes.5 large eggs,½ cup warm milk (110-110°F),2 tbsp neutral oil,½ cup sugar,5 cups all-purpose flour,2 ¼ tsp (1 pkg) instant yeast,1 tsp salt', 'With the mixer on medium-low speed, add the butter 1 tbsp at a time, allowing the butter to fully incorporate before adding more.1 cup butter', 'Once all of the butter is incorporated, the dough will be smooth and elastic. Place the dough into an oiled bowl. Cover and allow to rise in a warm area until doubled in size, 1 to 1 ½ hours.', 'Once the dough has doubled in size, punch down to remove the air. On a lightly floured surface, roll out the dough in a rectangle measuring 18×16 inches.', 'Brush the melted butter over the dough. Mix the brown sugar and cinnamon together and sprinkle evenly over the melted butter leaving ½-inch on the long side. Roll up the dough tightly towards the side with no sugar and pinch the seam together. Roll the dough onto the seam and cut into 12 equal rolls. Set individual rolls in a greased 9×13 baking dish and allow to rise in a warm place for 1 hour or until almost doubled in size. While rising, preheat the oven to 350°F.5 tbsp butter,½ cup brown sugar,1 tbsp cinnamon', 'Once the rolls have risen, place them in the preheated oven. Bake until the rolls are golden brown and the temperature reads 190°F in the center, 30-40 minutes. Remove from the oven and cool. While the rolls are slightly warm but not hot, frost and serve.']","[('eggs', 5.0, 'large'), ('milk', 0.5, 'cup'), ('oil', 2.0, 'tbsp'), ('sugar', 0.5, 'cup'), ('flour', 5.0, 'cups'), ('yeast', 2.25, 'tsp'), ('salt', 1.0, 'tsp'), ('butter', 1.0, 'cup')]"
9e96d250,https://lillieeatsandtells.com/my-favorite-giant-cinnamon-rolls/,My Favorite Giant Cinnamon Rolls,"['2cupswhole milk (really any milk will work!)', '1/2cupbuttersoftened', '1/2cupwhite sugar', '1teaspoonsalt', '1tablespooninstant yeast', '2eggs', '6cupsflour']","['Microwave milk for 2-3 minutes until it’s bubbling.\xa0 Pour the milk into the bowl of an electric stand mixer fitted with paddle attachment.', 'Add the butter, sugar and salt. Mix on low speed until the butter is melted. Let the mixture cool until warm but not hot. Add the yeast and eggs and mix until combined.', 'Gradually add about half of the flour. Switch to dough hook attachment and add the rest until the dough clears the sides of the bowl. The dough should be soft and slightly sticky. Knead for 2-3 minutes.', 'Transfer the dough to a large bowl sprayed with nonstick spray. I like to spray a fine mist on the top of the dough too so I can cover the bowl with plastic wrap.\xa0 Let rise until doubled, about one hour.', 'Roll the dough into a large rectangle, (horizontal in relation to your body) about 18×12 inches. Spread softened butter over the dough.', 'Stir together the brown sugar and cinnamon and sprinkle over the dough. Pat it in slightly with the palms of your hands.', 'Starting with a long end, roll up the dough as tightly as possible, pinching the seam lightly to seal.', 'Using a serrated knife, cut a shallow slit in the roll at the half point, then cut a slit in the center of each half so you’ve got 4 equal portions, and cut slits for 3 cinnamon rolls in each of those portions … until you’ve got 12 cinnamon rolls.\xa0 I like to do shallow slits to make sure they’re even before I cut all the way through.\xa0 Cut with a gentle sawing motion.', 'Place the rolls evenly spaced on a large, parchment-lined, rimmed baking sheet. Cover and let rise until double.', 'Preheat the oven to 350 degrees F. Bake the cinnamon rolls for 24-26 minutes until light golden brown.', 'For the glaze, whisk together powdered sugar, melted butter, vanilla, milk, and cream cheese until smooth.\xa0 Drizzle over warm rolls.\xa0 It almost seems like it won’t be enough but it’s perfect!']","[('milk', 2.0, 'cups'), ('butter', 0.5, 'cup'), ('sugar', 0.5, 'cup'), ('salt', 1.0, 'teaspoon'), ('yeast', 1.0, 'tablespoon'), ('eggs', 2.0, none), ('flour', 6.0, 'cups')]"
219cade4,https://eat-drink-love.com/overnight-cinnamon-roll-oats/,Overnight Cinnamon Roll Oats,"['1/2 cup rolled oats', '1/2 cup skim milk (can also use soy or almond milk)', '3/4 cup plain or vanilla Greek yogurt', '1/2 teaspoon cinnamon', 'pinch of salt', '2\xa0teaspoons light brown sugar', '1 teaspoon vanilla']","['In a jar or container, stir together the oats, milk, yogurt, cinnamon, salt, brown sugar, and the vanilla extract until well-combined. Cover and chill overnight.', 'To make the optional cream cheese topping, stir together the cream cheese, powdered sugar, and vanilla extract with a fork until smooth. Spoon desired amount on top of oats. \xa0If prepping ahead, store separate from the oats so that the topping stays thick like frosting.']","[('rolled oats', 0.5, 'cup'), ('skim milk', 0.5, 'cup'), ('greek yogurt', 0.75, 'cup'), ('cinnamon', 0.5, 'teaspoon'), ('salt', none), ('light brown sugar', 2.0, 'teaspoons'), ('vanilla', 1.0, 'teaspoon')]"
5965f43b,https://thewholescoopblog.com/apple-stuffed-cinnamon-rolls/,Apple Stuffed Cinnamon Rolls,"['1cupplant milkwarmed to 110', '1tbspsugar', '1/4tspsalt', '2tbspmelted vegan butter', '2 1/4tspactive dry yeastor 1 packet instant yeast', '2 1/2cupswhite flour']","['Proof the yeast: warm up milk to 110 F (any hotter will kill yeast). Sprinkle in the yeast and set aside to bubble for ten minutes.', 'After ten minutes, add the melted butter, sugar and salt to the yeast mixture.', 'Add the yeast mixture to a big bowl. Start adding flour to yeast 1/2 cup at a time using a wooden spoon/hands. Start kneading the dough. As it gets bigger and less sticky, transfer it to a floured surface and knead with your hands about 10 mins. Dough should be soft but not sticky.', 'Lightly grease the bowl, place dough back in, cover & let it rise in a warm area for 1 hour. Dough should double in size. \u2063\u2063\u2063', ""Ten minutes prior to using the dough, begin sauteing the apples. Add the peeled and diced apples to a small saucepan with the water and maple syrup. Bring to a boil and then reduce heat to med-low, sauteing the apples until they're softened and the water is evaporated."", 'After 1 hour, place dough in a floured surface. Knead to get air out. Then roll out into a rectangle , about 9×13”, about 1/4” thick. This should be the size of your pan. Preheat oven to 350. \u2063\u2063\u2063', 'Lather the dough with room temp butter. In a small bowl, mix the sugar and cinnamon together. Then sprinkle the cinnamon sugar over the butter and lightly press in. Then sprinkle the apples on top.', 'Tuck and roll the dough like a cigar into a big roll.', 'Using floss, slice the roll into 1” circles. Place in greased pan.\u2063\u2063\u2063', 'Brush all rolls with melted butter and bake for 20-25 mins until golden brown. 𝘋𝘰 𝘯𝘰𝘵 overcook! \u2063\u2063\u2063', 'While the rolls are baking, make the frosting. Cream the butter and cream cheese in a mixing bowl with a hand mixer. Then add the vanilla and cinnamon. Then add the powdered sugar. Set aside.', 'Let rolls cool for 10 mins before frosting them. \u2063\u2063\u2063']","[('plant milk', 1.0, 'cup'), ('sugar', 1.0, 'tbsp'), ('salt', 0.25, 'tsp'), ('vegan butter', 2.0, 'tbsp'), ('active dry yeast', 2.25, 'tsp'), ('white flour', 2.5, 'cups')]"
b911dad3,https://thevanillatulip.com/2021/11/butter-cream-cinnamon-rolls.html,Butter Cream Cinnamon Rolls,"['2tbspyeast', '1tspwhite sugar (to help activate your yeast)', '1cupwarm milk', '⅔cupbutter', '2tspsalt', '7-8cupsflour']","[""If you are planning on freezing your cinnamon rolls for later, you can bake them first. Freeze the cinnamon rolls and the frosting separatelyLet the cinnamon rolls cool completely and then cover with several layers of plastic wrap. When you're ready to eat them, pull them out of the freezer a few hours before serving to thaw. Then pop into a 350° oven for around 10 minutes or until they're warmed up.For the frosting- make ahead of time. Then promptly put into a gallon ziploc freezer bag.  The night before serving, place the freezer bag of frosting into your fridge.  It'll be ready to use in the morning!""]","[('yeast', 2.0, 'tbsp'), ('sugar', 1.0, 'tsp'), ('milk', 1.0, 'cup'), ('butter', 0.67, 'cup'), ('salt', 2.0, 'tsp'), ('flour', 7.0, 'cups')]"
37cab128,https://inspiredbycharm.com/pumpkin-cinnamon-rolls/,Pumpkin Cinnamon Rolls,"['¼ouncepackage yeast', '½cupwarm water', '½cupscalded milk', '¼cupsugar', '1/3cupbuttermelted', '1teaspoonsalt', '1cupcanned pumpkin puree', '½teaspoonpumpkin pie spice', '¼teaspoonground nutmeg', '¼teaspoonground clove', '1egg', '4 - 5cupsall-purpose flour']","['In a small bowl, dissolve yeast in warm water and set aside.', 'In a stand mixer bowl, combine milk, sugar, melted butter, pumpkin puree, spices, salt, and egg with a spoon. Attach the bowl to the mixer with the dough hook attached. Add 2 cups of flour and mix until smooth. Add yeast mixture. Mix in remaining flour until dough is easy to handle. Knead with dough hook for about 5 minutes. (If not using a stand mixer, knead dough on lightly floured surface for 5 to 10 minutes.) Place in well-greased bowl, cover, and let rise until doubled in size, usually 1 to 1 1/2 hours.', 'When doubled in size, punch down dough. Roll out on floured surface into a 15 by 9-inch rectangle. Spread softened butter all over dough. In a small bowl, mix together sugar, cinnamon, and pumpkin pie spice. Then sprinkle over buttered dough. Beginning at the 15-inch side, role up dough and pinch edge together to seal. Cut into 12 to 15 slices.', 'Coat the bottom of 13 x 9 baking pan with butter and sprinkle with sugar. Place cinnamon roll slices close together in the pan and let rise until dough is doubled, about 45 minutes. Preheat oven to 350 degrees F.', 'Bake for about 30 minutes or until nicely browned.', 'Meanwhile, mix cream cheese, butter, confectioner’s sugar, salt, Mapleine, and vanilla until smooth. For a thicker icing, add more powdered sugar. Spread over slightly cooled rolls.']","[('yeast', 0.25, 'ounce'), ('water', 0.5, 'cup'), ('milk', 0.5, 'cup'), ('sugar', 0.25, 'cup'), ('butter', 0.33, 'cup'), ('salt', 1.0, 'teaspoon'), ('pumpkin puree', 1.0, 'cup'), ('pumpkin pie spice', 0.5, 'teaspoon'), ('nutmeg', 0.25, 'teaspoon'), ('clove', 0.25, 'teaspoon'), ('egg', 1.0, none), ('flour', 4.0, 'cup')]"
3885ff30,https://simpleisgourmet.com/blackberry-cardamom-sourdough-cinnamon-rolls/,Blackberry Cardamom Sourdough Cinnamon Rolls,"['100g Active Sourdough Starter', '325g Bread Flour', '125g Milk (slightly warmed)', '1/4 cup Melted Butter', '1 Egg', '1/4 cup Sugar', '1/2 tsp Salt', '(add after ferment) 1 tsp Baking Soda', '(add after ferment) 1 tsp Baking Powder']","[""Fermented Dough: Mix together active sourdough starter, bread flour, milk, melted butter, egg, sugar and salt into a stand mixer for 5 minutes. Dough should pull away from the walls of your mixer. If it doesn't then add 1 Tbsp more flour until the dough no longer sticks to the walls. Once mixed add dough to a large greased bowl and cover bowl tightly with plastic wrap or beeswax wrap. Ferment 8-12 hours until nearly doubled in size."", 'Blackberry Filling: I recommend preparing this ahead of time to thicken in the fridge. In small saucepan, cook over medium low heat the blackberries, sugar, cardamom, cinnamon, and cornstarch. Using a potato masher, mash berries to create a sauce. Bring mixture to a slow boil for 5 minutes to reduce some liquid and thicken. Place filling into a glass jar in the fridge to cool and continue to thicken.', 'Add dough back to stand mixer and add 1 tsp baking soda and 1 tsp baking powder. Mix dough for another 3-5 minutes to ensure leavening agents are mixed through.', ""Spread a little flour or a small drizzle of oil to your surface before adding the dough. Roll dough out to an 11 x 16 inch rectangle until dough is 1/4 inch thick. *if dough is fighting you and doesn't want to spread out, leave the dough as is and rest it for 5 minutes. The gluten needs to rest and should handle better after a short break."", ""Preheat oven to 375 degrees F. Spread 1/4 cup softened butter evenly over dough. Spread blackberry filling evenly overtop buttered dough. Starting from the long (16 inch) side, roll the dough up tightly into a long log. This doesn't need to be rolled too tightly or you will squish out the filling."", 'With a serrated knife cut slices into just over 1 inch sections. You should yield around 12 rolls. If filling presses out, just scrape it up and place over rolls in baking dish. Place rolls into a 9x13 baking dish or parchment lined 12 inch skillet. Proof in slightly warmed oven for 1 1/2-2 hours until nice and puffy in size.', 'Pour 1/2 cup cream evenly between all the rolls. Bake at 375 degrees F for 23-25 minutes until they start to brown.', 'Frosting Glaze: With hand mixer beat together powdered sugar, cream cheese, cream and vanilla until smooth and frosting like. Rest rolls for at least 15 minutes before adding the glaze. Frost your rolls and enjoy!']","[('active sourdough starter', 100.0, 'g'), ('bread flour', 325.0, 'g'), ('milk', 125.0, 'g'), ('butter', 0.25, 'cup'), ('egg', 1.0, none), ('sugar', 0.25, 'cup'), ('salt', 0.5, 'tsp'), ('baking soda', 1.0, 'tsp'), ('baking powder', 1.0, 'tsp')]"
cfb800bd,https://www.aspicyperspective.com/better-than-cinnabon-cinnamon-rolls-recipe/,Better Than Cinnabon Cinnamon Rolls,"['1cupscalded whole milk', '1/2cupunsalted butter', '1/3cupgranulated sugar', '2 1/2teaspoonsdry active yeast(or 1 packet)', '2large eggs', '4cupsall-purpose flour(plus additional as needed)', '2teaspoonsalt']","['Set the butter, eggs and cream cheese out to warm to room temperature. Place the milk in a small saucepan. Bring to a boil. The moment it reaches a boil, remove from heat. (This process is called scalding, and it ensures the milk doesn’t affect the yeast’s ability to rise. Don’t skip!)', 'Pour the hot milk into the bowl of an electric mixer\xa0and\xa0add 1/2 cup butter, to bring the temperature down. Stir and allow the butter to melt completely. Then stir in the sugar. Touch the milk mixture to test the temperature. It should be close to luke warm. If it is not, add 1/2 cup flour and test again. Once it is just above room temperature, stir in the yeast and let it foam for approximately 10 minutes. (Too-hot liquid can kill yeast.)', 'Place the bread hook on the mixer and turn on low. Add the eggs, salt, and remaining flour up to 4 cups. Allow the mixer to “knead” the dough until it pulls away from the sides. Run the mixer for approximately 10 minutes to allow the dough to stretch and develop the gluten. If the dough seems too sticky after the first 2-3\xa0minutes add an additional 1/4 cup flour. After 10 minutes, turn the mixer off. Cover the top with plastic, and allow the dough to rise until double in size, approximately 60-90 minutes in a warm kitchen.']","[('whole milk', 1.0, 'cup'), ('butter', 0.5, 'cup'), ('granulated sugar', 0.33, 'cup'), ('dry active yeast', 2.5, 'teaspoons'), ('eggs', 2.0, 'large'), ('all-purpose flour', 4.0, 'cups'), ('salt', 2.0, 'teaspoons')]"
3194c7b7,https://www.noracooks.com/sticky-buns/,Vegan Sticky Buns,"['▢2cupsunsweetened soy milk', '▢1/2cupgranulated sugar', '▢2packets (5 tsp)instant yeast', '▢1/2cupvegan butter, melted', '▢1/2teaspoonsalt', '▢4 1/2cupsall purpose flour, plus more as needed']","['Microwave the soy milk for about 1 minute and 30 seconds, until warm but not too hot or it will kill the yeast.', 'In a large bowl, add the warm soy milk, sugar and yeast. Stir a little bit; the yeast will get foamy.', 'To the yeast mixture, add the melted vegan butter, salt and 4 1/2 cups of flour. Stir with a large spoon until it comes together. Add additional flour, as needed.Alternatively, use a stand mixer with a dough hook and mix on low until the mixture pulls away from the sides of the bowl.It should still be soft and slightly sticky.', 'If using a stand mixer, simply mix with the dough hook until you have a smooth ball of dough. If not, turn the dough out onto a lightly floured surface, and knead for 3-4 minutes until you have a smooth ball of dough.', ""Place the dough in a lightly oiled bowl, cover with a towel and let it rise in a warm place for 20 minutes.Here's what I do:Turn the oven to 170 degrees F. Once heated, turn it off, place the covered bowl inside the oven, and leave the oven door cracked."", 'Preheat the oven to 375 degrees F (skip this for make ahead option) and grease a 9×13 inch baking dish.']","[('soy milk', 2.0, 'cups'), ('sugar', 0.5, 'cup'), ('instant yeast', 5.0, 'tsp'), ('vegan butter', 0.5, 'cup'), ('salt', 0.5, 'teaspoon'), ('all purpose flour', 4.5, 'cups')]"
e1e279f4,https://abajillianrecipes.com/2020/07/12/cinnamon-roll-cheesecake/,Cinnamon Roll Cheesecake,"['2cupsgraham cracker crumbs', '3Tablespoonsgranulated sugar', '¼teaspooncinnamon', '6Tablespoonsbuttermelted']","['In a large mixing bowl, use a fork to toss the graham cracker crumbs, sugar, and cinnamon together. Add the melted butter, mixing until all crumbs are moistened. Press mixture into the bottom and up the sides of a\xa09-inch springform pan. Refrigerate while you work on the batter.']","[('graham cracker crumbs', 2.0, 'cups'), ('granulated sugar', 3.0, 'tablespoons'), ('cinnamon', 0.25, 'teaspoon'), ('butter', 6.0, 'tablespoons')]"
e4c345e3,https://sweetsavoryandsteph.com/cinnamon-roll-baked-oatmeal/,Cinnamon Roll Baked Oatmeal,"['2bananas,overripe', '1/4cupunsweetened applesauce', '2tbspbrown sugar', '1tspcinnamon', '1tspvanilla extract', '1/2tspbaking powder', '1/4tspkosher salt', '1cupalmond milk,unsweetened, or cashew or skim milk', '1.5cupsold fashioned oats']","['Preheat the oven to 375F.', 'Spray a small baking dish or casserole with cooking spray.  I used an 8.5"" x 11"" 2.5qt casserole dish for this.', 'Add the overripe bananas to the bottom of a mixing bowl, and mash them with a fork.', 'Add the applesauce, brown sugar, cinnamon, baking powder, salt, and vanilla extract, and stir to combine.', 'Add the milk. Whisk together.', 'Add the oats.  Fold in.', 'In a small bowl, melt the butter, and then add the sugar and cinnamon.  In another bowl, combine the cream cheese and milk.', 'Pour the oats mixture evenly into the baking dish.', 'Drizzle the melted butter and sugar mixture over the oats in a swirl pattern.', 'Add the cream cheese mixture to a sandwich bag and cut the end off to form a piping bag.', 'Pipe the cream cheese in a swirl on top of the oats. Using a knife or toothpick, swirl the two toppings together.', 'Bake at 375 for 35 minutes.']","[('bananas', 2.0, none), ('applesauce', 0.25, 'cup'), ('brown sugar', 2.0, 'tbsp'), ('cinnamon', 1.0, 'tsp'), ('vanilla extract', 1.0, 'tsp'), ('baking powder', 0.5, 'tsp'), ('kosher salt', 0.25, 'tsp'), ('almond milk', 1.0, 'cup'), ('oats', 1.5, 'cups')]"
7ed40914,https://inspiredimperfection.com/recipes/decadent-cinnamon-roll-waffles/,Decadent Maple Pecan Cinnamon Roll Waffles,"['1 tube of pull apart Pilsbury cinnamon rolls', '1/2 cup powdered sugar', '1 tbsp water', '2 tbsps maple syrup', '1 handful pecan pieces, toasted']","['Preheat the waffle iron on medium heat and spray with non-stick, butter baking spray.', 'Separate cinnamon rolls and place one in each waffle well, closing the waffle iron gently. Cook for about 3 minutes, or until the cinnamon roll begins to brown in the waffle iron.', 'While the cinnamon roll waffles are baking, scrape the provided icing into a bowl, add powered sugar, water, and maple syrup to make more frosting (you need more!) Mix together until there are no lumps (I use an immersion blender).', 'Stack cooked cinnamon roll waffles on a plate, drizzle the maple icing over the top, sprinkle on the toasted pecans, and serve immediately.']","[('cinnamon rolls', 1.0, 'tube'), ('powdered sugar', 0.5, 'cup'), ('water', 1.0, 'tbsp'), ('maple syrup', 2.0, 'tbsp'), ('pecan pieces', 1.0, 'handful')]"
f6ffd80c,https://www.jocooks.com/recipes/sticky-buns/,Sticky Buns,"['▢¼cupwarm water', '▢2 ¼teaspoonactive dry yeast((1 envelope))', '▢1/3cupsugar', '▢4 ½cupsall-purpose flour', '▢¾cupmilk(warm)', '▢4tablespoonbutter(unsalted and melted)', '▢3eggs', '▢1teaspoonsalt']","['Bloom the yeast:In a small bowl whisk the warm water, yeast and 1 tsp of the sugar together.Let it sit for 5 to 10 minutes until it has foamed up nicely. If your yeast doesn’t get foamy, don’t move forward. Buy a new jar and store it in the freezer so it lasts longer.', 'Make the dough:In the bowl of your mixer add the flour, milk, remaining sugar, melted butter, eggs, salt, and yeast mixture and mix for about 5 minutes using the dough hook. If the dough is sticking to the bowl, add a bit more flour. The dough is done when it comes clean from the side of the bowl. Place the dough in an oiled bowl, cover it with plastic wrap or damp clean kitchen towel and place it in a warm, draft free environment until it doubles in size.', 'Make the filling and the pecan topping:In a small bowl combine the brown sugar with the cinnamon. In a small saucepan add the butter, brown sugar and honey. Cook over low heat until the sugar dissolves. Pour the sauce over a 9×13-inch baking pan and sprinkle with chopped pecans.', 'Assemble cinnamon rolls:Roll the dough out on a lightly floured surface, until it is approximately 16 inches long by 12 inches wide. It should be approximately ¼ inch in thickness. Spread the ⅓ cup of butter evenly over the dough, then sprinkle with the sugar evenly over the surface of the dough. Working carefully, from the long edge, roll the dough down to the bottom edge. Cut the dough into 1 ½ inch slices, and place in a lightly greased baking pan. Place the cut rolls in the pan over the caramel and pecans topping. Cover with a clean kitchen towel or plastic wrap and let them rise for another 30 minutes, or until doubled in size.', 'Preheat the oven and bake:Preheat the oven to 350°F. Place the baking pan with cinnamon rolls in the oven and bake for 20 to 25 minutes or until golden brown.', 'Invert the rolls and serve:Remove pan from oven and place a large serving platter or a baking sheet over the rolls. Invert the rolls onto the baking sheet, but wait about 5 minutes before removing the baking pan. Let buns cool slightly and serve warm.']","[('water', 0.25, 'cup'), ('yeast', 2.25, 'teaspoon'), ('sugar', 0.33, 'cup'), ('flour', 4.5, 'cup'), ('milk', 0.75, 'cup'), ('butter', 4.0, 'tablespoon'), ('eggs', 3.0, none), ('salt', 1.0, 'teaspoon')]"
260276dc,https://natashaskitchen.com/overnight-cinnamon-rolls-recipe/,Overnight Cinnamon Rolls Recipe,"['1cupwarm milk,not hot', '1/2Tbspactive dry yeast', '4Tbspgranulated sugar,divided', '3cupsall-purpose flour,divided* (plus 2 to 4 Tbsp)', '1large egg,room temp', '2Tbspunsalted butter melted,divided', '1/2tspsalt']","['In the bowl of an electric stand mixer, add 1 cup warm milk and sprinkle with 1/2 Tbsp yeast. Let sit uncovered for 7 minutes at room temp. Add 1/2 cup flour, 2 Tbsp sugar and whisk until blended. Cover with plastic wrap and let rise at room temperature for 35-45 min (or in a 100˚ oven** for 25 min). It will look puffy.', 'Whisk in 1 egg, remaining 2 Tbsp sugar, 1 Tbsp melted butter and 1/2 tsp salt.', 'Using the dough hook on speed 2, add remaining 2 1/2 cups flour (1/2 cup at a time) letting it blend with each addition. Add more flour 1 Tbsp at a time just until dough is no longer sticking to fingertips or the walls of the bowl as it mixes then knead/mix for 10 min. Cover with plastic wrap and let rise at room temp 2 hours (or in a 100˚ oven for 1 hr). Dough should double in size.', 'Generously dust flour over a clean work surface and place dough in the center. Sprinkle dough with flour (just enough to keep the rolling pin from sticking) and roll into even 17″x10″ rectangle. Dot the top of dough with 6 Tbsp softened butter and spread it out gently with a spatula.', ""Stir together 1/4 cup sugar and 1 Tbsp cinnamon and sprinkle ALL OF IT evenly over buttered dough. Roll the dough up starting with one of the longer sides, keeping a tight roll. Once it's rolled up, push ends in slightly to make them a little more uniform then slice into 12 equal sized cinnamon rolls.***"", 'Butter sides and bottom of a 9×13 baking pan with 1 Tbsp butter and evenly space cinnamon rolls in pan, cut-side down. Cover tightly with plastic wrap and refrigerate overnight (up to 18 hours). The following day, remove from refrigerator and keeping them covered, let cinnamon rolls rise at room temp 1 to 1 1/2 hours (or in a 100˚F oven for 35 min) or until puffy.', 'Brush tops with 1 Tbsp melted butter and bake at 350˚F for 22-24 mins or until tops are light golden brown. Let cool in pan 15 minutes then frost warm buns generously with the cream cheese glaze (instructions below).']","[('milk', 1.0, 'cup'), ('yeast', 0.5, 'tbsp'), ('sugar', 4.0, 'tbsp'), ('flour', 3.0, 'cups'), ('egg', 1.0, none), ('butter', 2.0, 'tbsp'), ('salt', 0.5, 'tsp')]"
1739a65d,https://foodbythegram.com/recipes/healthier-funfetti-nutella-cinnamon-buns/,Healthier Funfetti Nutella Cinnamon Buns,"['1cupNonfat Greek YogurtI prefer Fage', '1cupself rising flour*', '3tbspSprinkles', '3-5tbspNutelladepending how much you like', '1/2cuppowdered sugar mixed with 1/2 tbsp milk for a basic confectioners glazeoptional, for topping']","['Preheat oven to 365F', 'Combine yogurt, sprinkles, and self rising flour in abowland stir/knead until you have a uniform dough ball', 'Lightly flour a clean surface and roll your dough ball out to 1/4 inch thickness with arolling pin', 'Cut the dough into a rectangle for smoother edges', 'Microwave Nutella for 20 seconds to make it easier to spread, and then spread on the dough, leaving about 1/4 inch on each side so it doesn’t ooze out', 'Roll the dough tightly and (optional) pop into the fridge for 30 minutes to firm the dough up a bit before cutting', ""To cut, I recommend using unflavored dental floss and cutting from under the dough. You can also carefully cut with a knife, but you'll likely need to re-shape your buns a bit."", ""Arrange buns in a greased pan (9×5 loaf panfor a half batch, 8×8 pan or 8 inch skillet for a full batch of minis) so that they're touching"", 'Bake for 17-20 minutes (keep an eye on them), until they’re just golden brown', 'Allow to cool for 5 minutes while you prepare your toppings.', 'If using confectioners glaze, combine powdered sugar and milk (or you can use a creamer, heavy cream, dairy free milk, etc) until you have a runny glaze and drizzle it over the buns. Top with extra sprinkles and ENJOY!']","[('greek yogurt', 1.0, 'cup'), ('flour', 1.0, 'cup'), ('sprinkles', 3.0, 'tbsp'), ('nutella', 4.0, 'tbsp'), ('powdered sugar', 0.5, 'cup'), ('milk', 0.5, 'tbsp')]"
6bd85c71,https://realhousemoms.com/cinnamon-roll-pancakes/,Cinnamon Roll Pancakes,"['1cupall-purpose flour', '2teaspoonsbaking powder', '½teaspoonsalt', '1cupbuttermilk(see note)', '1tablespooncanola oil', '1largeegglightly beaten']","['In a medium bowl, whisk together the flour, baking powder, and salt.', 'Pour the buttermilk, oil, and egg into the dry ingredients. Then mix just until batter is moistened, a few small lumps are fine. Set aside.']","[('flour', 1.0, 'cup'), ('baking powder', 2.0, 'teaspoon'), ('salt', 0.5, 'teaspoon'), ('buttermilk', 1.0, 'cup'), ('canola oil', 1.0, 'tablespoon'), ('egg', 1.0, 'large')]"
